1264	['1032', '66', '3', '66', '59', '27', '32', '32', '827', '66', '59', '93']	['99', '62', '235', '8', '408', '902', '316', '260']
1265	['7304', '2457', '164', '57', '442', '629', '49', '107', '444']	['262', '2138', '262', '671', '1039', '136']
1266	['70', '949', '97']	['70', '949', '97', '70']
1267	['855', '27', '6181', '1778', '1665', '2094', '2678', '1778', '1121', '15', '1778', '9']	['1778', '15', '2665', '5614', '2094', '2665', '0', '2094', '1121', '1778', '150']
1268	['31', '2504', '369', '1075', '32', '318']	['31', '7', '2504', '369', '32', '369', '133', '215']
1269	['5471', '3100', '239', '2473']	['781', '930', '4269', '1038', '147', '239', '3903', '2']
1270	['212', '97', '131', '17', '372', '274']	['212', '2015', '253', '274', '97']
1271	['401', '6221', '48', '6882', '387']	['401', '6221', '179', '8117', '401', '150']
1272	['5313', '2202', '2828', '147', '1791', '585']	['2828', '5313', '147', '1791', '585']
1273	['1374', '3', '291', '675', '606']	['326', '11', '1374', '3', '606']
1274	['406', '5771', '130', '134']	['158', '25', '130', '134']
1275	['1057', '65', '1422', '917', '68', '65']	['14', '33', '1191', '65', '238', '917', '68', '65']
1276	['30', '50', '2144', '174', '6828', '111', '70', '30', '152', '62']	['30', '50', '145', '174', '29', '111', '185', '30', '541', '261']
1277	['636', '462', '187', '3060', '68']	['636', '462', '4', '3060', '77', '1179']
1278	['895', '4', '190', '163']	['895', '29', '4', '190']
1279	['13', '486', '709', '6413', '12', '34', '4024', '173']	['13', '486', '709', '6413', '12', '34', '7', '5', '173']
1280	['401', '6221', '48', '6882', '387']	['401', '6221', '48', '6882', '401', '387']
1281	['479', '5349', '460', '88']	['88', '5', '479', '5349', '24', '460']
1282	['732', '109', '7', '216', '878', '185']	['52', '93', '732', '109', '7', '185', '878']
1283	['75', '290', '321', '109']	['75', '202', '291', '138']
1284	['398', '3127', '0', '702', '941', '126', '5', '19']	['3127', '1553', '702', '249', '7', '1865', '126', '1306', '9']
1285	['1048', '665', '5', '220']	['238', '207', '117']
1286	['117', '70', '3618']	['36', '53', '117', '1623']
1287	['1884', '1626', '682', '607']	['1884', '1626', '640', '619', '241']
1288	['3909', '9246', '60', '1841', '2218', '48', '46', '7257', '191', '18', '314']	['3909', '5313', '876', '6', '2218', '59', '273', '6466', '4048', '619', '6467', '18', '14', '33']
1289	['81', '228', '404', '821', '24', '266']	['266', '404', '821', '40', '231', '45']
1290	['1161', '88', '110', '5552']	['1161', '88', '330', '8133']
1291	['581', '42', '192', '109']	['21', '581', '42', '1593', '187']
1292	['8269', '1823', '463', '539', '47', '712', '93']	['93', '8269', '1823', '463', '4538', '1828', '47', '712']
1293	['100', '379', '283', '129', '1018', '22', '1088', '1', '61', '367', '344']	['100', '379', '283', '129', '1018', '22', '1088', '1', '61', '367', '446']
1294	['205', '2540', '5804', '151', '13']	['205', '2540', '11607', '5', '13']
1295	['46', '9', '180', '76', '1097', '4', '9']	['46', '8', '126', '401', '0', '10', '78']
1296	['404', '1335', '7186', '1', '51']	['404', '1335', '7186', '51', '68']
1297	['475', '413', '1008', '9251', '8906', '1087', '1141', '1458', '2919']	['108', '2919', '3509', '1', '140', '291', '26', '369']
1298	['42', '574', '289', '26', '222']	['1921', '42', '4930', '7', '26', '222']
1299	['213', '576', '193', '182']	['213', '1377', '464', '3939', '22', '182', '102']
1300	['1194', '164', '1019', '164', '119', '143']	['77', '1194', '164', '1019', '56', '164', '113', '939']
1301	['1420', '5944', '309', '106', '83']	['1420', '5944', '309', '12', '22', '1492', '12']
1302	['774', '2071', '113', '143']	['774', '3387', '186']
1303	['146', '177', '930', '760', '7', '63', '694', '1904', '193']	['160', '146', '930', '79', '694', '1904', '193', '6651', '760', '1044']
1304	['1508', '2702', '630', '63']	['1508', '402', '630', '391', '630']
1305	['1728', '1597', '179', '126', '682', '117']	['103', '117', '70']
1306	['3081', '954', '2221']	['628', '7', '40', '153', '954']
1307	['1192', '7189', '6596', '4997', '2809', '18']	['1192', '7189', '6596', '1572', '0', '10', '18']
1308	['361', '205', '79', '97', '2412', '788', '17']	['79', '97', '2412', '205', '681']
1309	['4239', '6213', '6859', '533', '500', '2502', '447']	['0', '6213', '6859', '2444', '2502']
1310	['12', '8', '50', '181', '302', '1987', '25', '801', '62', '809', '100', '132', '137', '30', '134']	['12', '8', '50', '181', '302', '1987', '25', '801', '62', '568', '14', '8', '809', '100', '132', '137', '30', '134']
1311	['1857', '234', '1453', '668', '779', '56']	['1857', '234', '1453', '154', '106', '56']
1312	['14', '33', '219', '829', '342', '634']	['219', '829', '1280', '58', '5', '173']
1313	['52', '150', '351', '1082', '1030', '853', '1314', '2438', '853', '8771', '3797', '2413', '2438']	['853', '1314', '3797', '2413', '2438', '52', '351', '1082', '1030']
1314	['413', '292', '265', '129', '1425', '3', '56']	['1425', '3', '5374', '68', '56']
1315	['1738', '331', '617']	['396', '11', '1738', '133', '617']
1316	['20', '219', '16', '2287', '20']	['20', '219', '2755', '365', '20', '22', '16', '173']
1317	['12', '893', '153']	['12', '893', '1231', '4', '1231', '136']
1318	['30', '50', '533', '803', '192', '1547', '100', '137', '30', '1547', '7', '134', '22', '50', '250', '183', '42', '13']	['30', '50', '533', '803', '192', '1547', '217', '137', '30', '1547', '7', '747', '22', '50', '250', '1848', '42', '13']
1319	['20', '219', '16', '2287', '20']	['20', '219', '2287', '20', '340']
1320	['559', '21', '119']	['2101', '559', '119', '557']
1321	['155', '1037', '40', '512', '2885', '9']	['155', '1037', '1422', '512', '2885', '9']
1322	['1409', '97', '295', '333', '41', '3939', '14', '33', '13']	['1409', '295', '333', '41', '3939', '14', '33', '13']
1323	['5941', '6334', '22', '2577', '63']	['1095', '6334', '7', '2', '543', '2577']
1324	['145', '3', '235', '139', '86', '470', '1290', '145']	['145', '3', '235', '139', '86', '470', '1290', '242']
1325	['648', '3543', '2798', '792', '3015', '62', '1294', '417', '2', '1050', '433']	['417', '2', '181', '648', '3543', '2798', '792', '3015', '62', '1294', '5161', '1050', '433']
1326	['21', '610', '3466', '25', '17', '246']	['27', '86', '14', '33', '29', '610', '17', '246']
1327	['204', '142', '103', '1', '2066', '55', '31']	['204', '92', '55', '31', '314', '294']
1328	['6826', '91', '559', '218', '40', '289', '102']	['6826', '181', '124', '559', '218', '40', '102', '289']
1329	['92', '204', '142', '358', '1270', '55', '31']	['92', '204', '55', '31', '1', '16', '103', '744', '538']
1330	['1441', '463', '1424', '449']	['1441', '463', '152', '546', '7019', '449', '1542']
1331	['845', '216']	['845']
1332	['155', '1634', '201', '1037', '13', '76', '6157']	['155', '1634', '201', '15', '540', '1959', '254']
1333	['1945', '598', '396', '723', '4', '437']	['2090', '82', '27', '2972', '87', '419', '2373']
1334	['2642', '3129', '6592', '347', '9']	['3129', '8926', '5701', '2642', '347', '9']
1335	['1739']	['1739', '503', '186']
1336	['2338', '178', '3189', '60', '152', '1030']	['60', '152', '1030', '2338', '178', '3226']
1337	['366', '513', '35', '12', '17', '503']	['366', '513', '28', '12', '5', '186']
1338	['2017', '119', '1771']	['2017', '119', '2017', '1623', '119', '136']
1339	['510', '5505', '4194', '13']	['1611', '510', '5505', '4194', '1280']
1340	['118', '67', '185', '249', '7', '102', '1826', '52', '1214', '2580', '4418']	['52', '150', '118', '67', '185', '249', '7', '102', '2580', '4418']
1341	['7579', '367', '1007', '155', '7580', '15', '7177', '9']	['1008', '367', '570', '365', '2034', '201', '74', '403', '25', '87', '7177', '18']
1342	['14', '33', '35', '15', '458', '1546', '1608', '1684', '270', '832']	['1546', '1608', '277', '492', '2', '346', '2']
1343	['473', '1989', '623']	['473', '86', '0']
1344	['230', '249', '7', '433', '591', '696', '43', '496', '758', '9', '18']	['230', '249', '7', '433', '591', '696', '14', '496', '4', '19', '9', '18', '43']
1345	['3072', '63', '43']	['3072', '43', '40']
1346	['0', '264', '7164', '7165', '69', '505', '117', '903']	['8754', '7164', '7165', '1513', '358', '6204', '117', '903']
1347	['85', '28', '7', '5455', '1332', '1638', '727', '391']	['61', '85', '28', '7', '5455', '1332', '1638', '727']
1348	['65', '27', '330', '555']	['5', '5360', '65', '238', '274']
1349	['60', '633', '742', '370', '227']	['60', '633', '742', '370', '10', '227']
1350	['896', '866', '61', '208', '44']	['866', '61', '856', '2690']
1351	['1642', '2416', '179', '1271', '1489', '945', '18']	['1572', '401', '1642', '2416', '179', '1271', '1489', '945', '18', '10', '19']
1352	['41', '12', '7582', '52']	['30', '41', '12', '220']
1353	['317', '17', '316', '60']	['2', '317', '1', '316', '5571']
1354	['569', '341', '263', '4242', '1', '16', '24', '1677']	['569', '341', '263', '4242', '1', '16', '24', '2679']
1355	['27', '851', '14', '33', '86', '719']	['474', '145', '719', '139', '851', '719']
1356	['344', '378', '1185', '2311', '33']	['344', '159', '378', '949', '1245', '1700', '110']
1357	['13', '486', '709', '6413', '12', '34', '7', '5', '173']	['13', '709', '6413', '12', '34', '4024', '173']
1358	['286', '313', '0', '18']	['286', '353', '6', '459', '2', '18']
1359	['546', '3106', '5518', '4', '1311', '2025', '121', '1680', '24', '44']	['745', '0', '2227', '1667', '426', '624', '17', '44']
1360	['1739']	['1739', '2', '607']
1361	['7583', '82', '156', '67']	['7583', '82', '667', '10']
1362	['6', '192', '8', '143', '161', '4272']	['6', '4272', '161', '80', '151']
1363	['1128', '817', '554', '96', '264', '2280', '147', '797', '1206']	['1128', '279', '2465', '147', '797', '0', '35']
1364	['1', '5405', '1383', '45']	['0', '5405', '1383', '45']
1365	['57', '294', '958', '173']	['671', '294', '958', '330']
1366	['2129', '2068', '817', '17', '44']	['46', '475', '126', '1206', '817', '571', '271', '130']
1367	['895', '29', '4', '190']	['180', '4', '61', '29', '190', '344', '163']
1368	['377', '1387', '356', '7185', '2850', '19', '241']	['328', '8', '7185', '6', '356', '624']
1369	['189', '2', '73', '1433', '2', '545', '176', '119', '93']	['189', '4672', '144', '189', '2', '893', '396', '113', '187']
1370	['3578', '217', '10', '510', '34', '8', '143', '490', '5199']	['3578', '217', '510', '34', '113', '142', '10', '679', '5199']
1371	['123', '3', '354', '123', '232', '4002', '200', '2', '200', '2', '123', '232', '74', '193', '16', '491', '9']	['9', '123', '3', '354', '123', '232', '4002', '200', '3049', '480', '193']
1372	['12', '8', '47', '224', '102', '3762', '771']	['12', '8', '712', '93', '122']
1373	['27', '6437', '553', '270', '832', '691']	['9156', '9157', '549', '0', '6437', '8994', '1', '1242', '435']
1374	['1688', '1785', '2209', '2', '507', '93', '1206', '147', '384']	['3796', '1688', '1785', '2209', '147', '797', '1719', '14', '33', '147', '9']
1375	['3127', '2259', '2610', '90', '2610', '4893', '90']	['3127', '443', '2610', '90', '139', '703', '3264', '90']
1376	['1075', '2291', '1', '787', '322']	['0', '3228', '0', '45']
1377	['83', '106', '43']	['1246', '7', '1001', '106', '43']
1378	['161', '2101', '80', '5', '151']	['14', '33', '5', '53', '161', '2101', '80']
1379	['3018', '121', '337', '2896', '0', '519', '24', '44']	['6291', '1669', '2535', '44']
1380	['648', '3543', '2798', '792', '3015', '62', '1294', '417', '2', '1050', '433']	['273', '648', '3543', '2798', '792', '3015', '62', '1294', '14', '417', '2', '131', '1050', '433']
1381	['546', '3106', '5518', '4', '1311', '2025', '121', '1680', '24', '44']	['4', '1311', '2025', '1680', '44', '645', '3465']
1382	['21', '1193', '210']	['1193', '700', '8880', '627', '210', '1755']
1383	['1664', '55', '8', '954', '7180', '90', '7181', '1', '188', '350']	['124', '1906', '188', '81', '1664', '8', '90', '102', '49', '13']
1384	['2843', '338', '48', '71', '167', '14', '33', '543', '1993']	['767', '977', '2', '7179', '130', '1993']
1385	['731', '180', '35', '8', '23', '128']	['731', '128', '40', '79', '1256', '23', '5', '109', '143', '1163']
1386	['172', '339', '29', '125', '722']	['29', '125', '28', '69', '0', '1903', '208']
1387	['1803', '11', '81', '7190']	['266', '122', '396', '63', '44', '1199', '122']
1388	['75', '290', '28', '7', '926', '1748', '1', '165', '202', '7095', '122']	['75', '290', '34', '1196', '926', '1748']
1389	['27', '1704', '9255', '3260', '266']	['1388', '1823', '404', '640', '177', '266']
1390	['1577', '4574', '389', '18']	['1577', '4574', '40', '429', '89']
1391	['1209', '2121', '136']	['6', '1209', '2121', '655']
1392	['106', '2091', '419']	['83', '106', '321', '211', '21', '448', '106', '83']
1393	['386', '69', '5343', '14', '33', '47', '578', '1954']	['27', '386', '5343', '47', '23', '408', '335', '746']
1394	['317', '59', '111', '21', '473']	['21', '473', '195', '317']
1395	['204', '1', '429', '31', '2999']	['204', '429', '31', '2999']
1396	['6083', '4503', '134']	['4503', '61', '30', '134']
1397	['92', '4', '215', '8772', '627']	['42', '27', '752']
1398	['848', '3858', '793', '5472']	['1864', '495', '0', '362', '67']
1399	['639', '450', '1104', '234', '15']	['639', '2365', '6189', '3864']
1400	['12', '8', '4', '339', '224', '149', '50', '1', '253', '787', '149', '45']	['12', '8', '105', '339', '224', '47', '50', '979', '605', '11']
1401	['7161', '169', '1375']	['344', '34', '72', '21']
1402	['45', '2', '1480', '1336', '1', '171', '80', '178', '21', '1250', '2912', '80', '356']	['45', '2', '1480', '1336', '80', '178', '21', '1250', '2912', '80', '356']
1403	['6', '659', '1926', '659', '41', '173', '1622']	['1926', '659', '41', '6', '659', '173', '1622']
1404	['6', '1077', '699', '15', '292', '31', '2343']	['6', '1077', '699', '15', '292', '858', '3', '2343']
1405	['204', '36', '308', '304', '565']	['204', '2935', '304', '565']
1406	['330', '1183', '5450', '5390', '1366', '2527']	['5450', '5390', '1366', '2527', '238', '1183']
1407	['1611', '1733', '27', '5039', '793', '23', '1955', '2703']	['1611', '27', '5039', '1955', '4234']
1408	['467', '1128', '7188', '78', '571', '271', '18', '1400']	['46', '7', '1128', '7188', '78', '2099', '13']
1409	['7308', '105', '6181', '1778', '214', '1665', '49', '5614', '4573', '2094', '5398', '1778', '179', '4573', '2094', '1121', '111', '132', '1778', '2117', '9']	['1774', '1778', '1081', '5614', '2094', '0', '1121']
1410	['267', '415', '29', '216', '415', '95', '195', '24', '2037', '6324', '88', '10', '267', '29']	['29', '963', '415', '195', '267', '3044', '8', '2037', '142', '2083', '88', '29', '267']
1411	['335', '41', '153', '5', '460', '151']	['98', '335', '41', '5', '72', '1683', '153']
1412	['233', '145', '3', '755', '423', '89', '191']	['6', '199', '145', '3', '3156', '116', '45']
1413	['204', '170', '235', '90', '23', '8266', '15', '166']	['204', '90', '23', '8266', '69', '15', '166']
1414	['98', '407', '8', '25', '536', '47', '692', '99', '79']	['98', '62', '477', '25', '1231', '149', '692', '651', '25']
1415	['689', '208', '44']	['77', '689', '44']
1416	['53', '695', '84', '153']	['695', '84', '153', '53']
1417	['317', '14', '1392', '4490', '143']	['8903', '317', '2337', '186']
1418	['123', '232', '934', '115', '480', '354', '5', '9']	['123', '232', '480', '19']
1419	['221', '125', '81', '85', '28', '1748', '8241']	['272', '221', '125', '81', '85', '28', '1748', '8241']
1420	['1397', '2029', '1', '39', '1421', '1839', '356']	['1421', '1839', '356', '1397', '2029', '39']
1421	['448', '96', '2', '8918', '25', '13']	['1112', '1167', '2', '719', '29', '13']
1422	['293', '622', '3', '2834', '1', '56']	['293', '622', '4', '80', '255']
1423	['767', '463', '454', '152', '13', '159', '861', '276', '19', '18']	['1334', '454', '152', '53', '159', '861', '276', '19', '18']
1424	['363', '46', '426', '11595', '76', '1097', '76', '2883']	['46', '9', '180', '76', '1097', '4', '9', '13']
1425	['564', '1943', '1329', '515', '38', '61', '1238']	['564', '1943', '1329', '515', '38', '1238']
1426	['270', '1996', '270', '3859', '1107', '1840', '2062', '385', '1', '24', '1082']	['272', '412', '334', '7653']
1427	['108', '153', '12', '893', '79']	['153', '12', '893', '5', '79']
1428	['1597', '7173', '17', '342', '350', '2485', '149', '712']	['5596', '1597', '0', '0', '17', '350', '2485', '149', '712']
1429	['64', '301', '3', '1051', '8', '165', '39', '23', '609', '2533', '241']	['64', '4', '1080', '39', '3', '1051', '301', '8', '1518', '342', '162']
1430	['1998', '529', '184']	['1998', '529', '184', '1235']
1431	['177', '18', '577', '0', '1534', '1924', '44']	['436', '1534', '1924', '44', '330']
1432	['60', '742', '370', '227']	['1292', '742', '370', '49', '227']
1433	['208', '878', '91', '208', '878']	['208', '878', '421', '91', '208', '878']
1434	['330', '1183', '5450', '5390', '1366', '2527']	['330', '6222', '11594', '1366', '2527']
1435	['559', '21', '119']	['21', '559', '119', '557']
1436	['248', '187', '1364', '1', '132', '144', '106']	['879', '106', '144']
1437	['4726', '320', '227']	['0', '2004', '1933', '86', '26', '17', '227', '186']
1438	['158', '172', '62', '245', '17', '2176', '30', '152', '62']	['158', '172', '62', '245', '302', '1', '439', '39']
1439	['14', '33', '639', '120', '4', '19', '639', '71', '58', '62', '18']	['639', '99', '337', '26', '11', '132', '107', '119', '8', '1', '2280', '1050', '28']
1440	['42', '836', '320', '2048', '36', '27', '1024', '320', '88', '10', '13']	['836', '320', '6', '544', '139', '1024', '320', '88', '7', '72', '13']
1441	['192', '174', '303', '233', '174', '3']	['192', '174', '303', '4', '233', '174', '3', '477']
1442	['541', '114', '1588', '474', '137', '420', '1071', '40', '169', '1536']	['541', '114', '541', '108', '137', '420', '1071', '1588', '40', '29', '125', '344']
1443	['3042', '6873', '6874', '6199', '2667', '780', '6875']	['6199', '2667', '780', '11']
1444	['3115', '191', '40', '2934']	['3413', '5322', '191', '2097']
1445	['159', '1406', '3', '2258', '1406', '1068', '191', '39']	['159', '1406', '3', '2258', '1406', '1068', '191', '0']
1446	['2351', '228', '904', '100', '9', '872', '9', '216', '3586', '838', '13']	['2351', '228', '4', '0', '29', '9', '216']
1447	['251', '95', '896', '866', '626', '6089']	['100', '14', '182', '6089']
1448	['3413', '5322', '40', '954']	['3115', '0', '40']
1449	['816', '249', '7', '517', '11']	['517', '11', '816', '5', '498']
1450	['347', '181', '338', '7581', '6878', '4', '6879', '10', '79']	['347', '10', '13', '338', '7581', '6878', '4', '6879', '43']
1451	['118', '67', '185', '249', '7', '102', '1826', '52', '1214', '2580', '4418']	['1580', '3793', '118', '1542']
1452	['257', '381', '1715', '111', '1451']	['69', '1270', '7024', '257', '381', '1715']
1453	['427', '74', '96', '494', '87', '1780']	['74', '96', '494', '87', '1780', '137']
1454	['3549', '3471']	['3471', '5451', '580']
1455	['74', '96', '494', '87', '1780', '10', '427']	['96', '414', '1', '61', '54', '427']
1456	['176', '979', '22', '149', '5911', '2151', '0', '680']	['149', '979', '1', '63', '5911', '452', '149', '2781', '4994', '1774', '680']
1457	['191', '39', '349', '244', '3', '454', '16', '19']	['349', '244', '3', '454', '16', '19', '191', '39']
1458	['6860', '36', '2329', '59', '2103', '694', '3', '139', '32', '6', '297']	['2329', '59', '2103', '694', '139', '32', '3', '6860', '36', '6', '297']
1459	['7158', '243', '748', '119', '3', '377', '509', '166']	['36', '104', '243', '748', '119', '3', '377', '509', '166']
1460	['32', '30', '172', '62', '19', '17', '56']	['172', '62', '16', '30', '134', '439']
1461	['537', '3058', '49', '1030', '2380', '8773']	['1036', '209', '91', '537', '3058', '2097']
1462	['237', '2128', '1512', '72', '3228']	['787', '896', '1512', '237']
1463	['12', '21', '1194', '164', '1019', '509', '164']	['12', '21', '1194', '164', '1019', '708']
1464	['406', '47', '25', '311', '3266']	['2044', '311', '66', '26']
1465	['1048', '665', '5', '220']	['117', '1170']
1466	['100', '601', '656', '759', '190', '12', '21', '448', '106', '83', '34', '379', '402']	['100', '190', '12', '21', '448', '106', '83', '34', '379', '402']
1467	['60', '818', '755', '110', '24', '468']	['2733', '468', '466']
1468	['123', '119', '3522', '463', '123', '3', '105', '755', '2290', '233', '16', '13']	['123', '119', '3522', '1828', '123', '3', '105', '755', '2290', '233', '16', '13']
1469	['1409', '97', '295', '333', '41', '3939', '14', '33', '13']	['295', '224', '41', '255']
1470	['6', '5754', '4112', '5', '135', '65']	['42', '2543', '36', '329', '304', '36', '135', '65']
1471	['1674', '321']	['446', '4', '182', '321']
1472	['240', '7', '43', '33', '597', '688', '78', '946']	['240', '7', '43', '33', '597', '4', '254', '78', '946']
1473	['265', '20', '516', '2429', '462', '1636', '49', '107', '118', '259', '18']	['325', '20', '334', '3308', '20', '516', '11']
1474	['723', '74', '825', '24', '85', '28']	['4091', '825', '24', '85', '28']
1475	['377', '1387', '356', '7185', '2850', '19', '241']	['1387', '356', '7185', '2850', '17', '241']
1476	['335', '41', '153', '5', '356', '40', '429']	['356', '335', '41', '153', '5']
1477	['2138', '435', '4', '8558', '140']	['2138', '859', '5320', '8', '3599', '568', '682', '934', '38']
1478	['407', '2', '697', '149', '3264', '62']	['374', '96', '2799', '39']
1479	['42', '1650', '36', '104', '159', '378', '3', '2718', '31', '1921', '18']	['6', '1650', '292', '159', '378', '3', '8733', '2718', '31', '1183', '241', '693']
1480	['406', '5771', '130', '134']	['469', '1605', '130', '134']
1481	['2589', '3265', '6595', '258', '6877', '2646', '180', '1', '182', '283', '129', '11']	['2589', '6595', '258', '6877', '2646', '180', '69', '182', '283', '129', '11']
1482	['160', '1077', '2015', '916', '41', '264', '76', '596']	['10', '13', '160', '1146', '236', '76', '596', '5738', '967']
1483	['1388', '1823', '572', '208', '44', '2', '13']	['3325', '1823', '1388', '1823', '95', '4', '188', '208', '1118']
1484	['267', '493', '2194', '845', '44', '949', '4', '185']	['2107', '5787', '266', '1442', '27', '185']
1485	['165', '412', '334', '11', '1272', '246', '266', '52', '1240']	['140', '780', '426', '845', '52', '1240']
1486	['539', '47', '124', '796', '74', '87', '22', '19', '662']	['539', '47', '740', '825', '796', '598', '19', '662']
1487	['4', '405', '167', '974', '13', '30', '134']	['30', '134', '974', '133', '30', '116', '686']
1488	['28', '642', '421']	['269', '85', '28', '421']
1489	['295', '5', '153']	['295', '4', '24', '153']
1490	['699', '7', '644', '75', '37', '67', '315', '67', '2660']	['699', '7', '644', '75', '37', '67', '133', '67', '1999']
1491	['398', '376', '3596', '723', '1876', '868', '376', '534']	['3726', '308', '398', '376', '3596', '222']
1492	['245', '181', '76', '8262', '3516', '1264', '21', '106', '83']	['154', '8', '181', '944', '1187', '158', '1264', '4241', '12']
1493	['1803', '11', '81', '7190']	['1803', '11', '81', '7190', '0', '6561', '11']
1494	['7304', '2457', '164', '57', '442', '629', '49', '107', '444']	['57', '1039', '2457', '164', '57', '442', '629', '49', '107', '444']
1495	['458', '4334', '8913', '7578', '130', '1053', '1618', '1540']	['6379', '4300', '1870', '285', '130', '1053', '1618', '4693']
1496	['308', '1634', '201', '147', '9']	['155', '1634', '20', '424', '875', '9']
1497	['497', '37', '196', '432']	['512', '196', '432', '43']
1498	['101', '3', '63', '369']	['145', '3', '191', '369', '63']
1499	['367', '582', '82', '5102']	['367', '582', '82', '44', '67']
1500	['396', '5405', '1383', '45']	['5405', '1383', '45']
1501	['1936', '407', '345', '470', '242', '130']	['3563', '1085', '145', '501', '345', '470', '242', '130']
1502	['184', '81', '5889', '3667', '3133', '34', '371', '138']	['2491', '81', '5889', '3667', '3133', '34', '184', '138']
1503	['501', '7178', '778', '38', '607']	['2410', '7178', '112', '674', '17', '437']
1504	['935', '463', '580', '710', '351', '4452', '20', '382', '3053', '2801', '430']	['935', '463', '580', '710', '430', '351', '4452', '20', '382', '3053', '2801']
1505	['3045', '6451', '63', '89']	['1744', '3045', '6451', '89']
1506	['21', '256', '128', '113', '15', '143']	['256', '128', '113', '187', '143', '79', '0', '4', '1932']
1507	['19', '2226', '843', '18', '9', '1', '3670']	['19', '2226', '843', '18', '512', '243', '3670', '9']
1508	['407', '2', '697', '149', '3264', '62']	['120', '96', '8', '736', '1', '2799', '39']
1509	['50', '1167', '302', '35', '12', '149', '17', '503']	['35', '12', '5', '143', '113', '271']
1510	['257', '45']	['6', '257', '45']
1511	['5339', '107', '11']	['5339', '107', '11', '3868']
1512	['1510', '7', '187', '658', '268', '2', '63']	['187', '658', '268', '2', '40']
1513	['127', '183', '48', '8917', '92', '1', '2408']	['273', '482', '183', '750', '3598', '92', '2408']
1514	['97', '83', '43', '63']	['97', '14', '33', '83']
1515	['120', '596', '99', '111', '176', '561', '2253']	['29', '1223', '111', '2499', '99', '561', '2253']
1516	['244', '310', '1106']	['806', '131', '130', '68']
1517	['1521', '993', '3019', '1', '6881', '110', '127']	['269', '315', '6881', '110', '127', '1521', '993', '3019', '11']
1518	['712', '335', '6913', '24', '161']	['335', '322', '712', '24', '161']
1519	['123', '232', '934', '115', '480', '354', '5', '9']	['123', '232', '6137', '115', '480', '354', '5', '9']
1520	['92', '4', '215', '8772', '627']	['60', '27', '752', '6651', '226', '71']
1521	['98', '212', '97', '25', '40', '9256', '2517']	['98', '23', '108', '3188', '47', '212', '56']
1522	['245', '51', '98', '54', '51', '682', '30', '134']	['1403', '51', '25', '30', '134', '1676']
1523	['46', '1633', '728', '10', '1128', '728', '387', '239', '387']	['46', '1697', '1186', '2', '239', '387']
1524	['1707', '2122', '128']	['2122', '4948', '952', '8', '64', '1707']
1525	['2', '79', '174', '26', '222']	['79', '1372', '260', '5', '173']
1526	['127', '183', '2655', '20', '1', '16', '3633']	['2655', '20', '5', '11', '3633']
1527	['1195', '2544', '7404', '1714', '92', '1', '55', '31']	['1195', '551', '127', '3298', '59', '6', '55', '31']
1528	['547', '3', '235', '139', '811', '410', '5290', '997']	['547', '3', '235', '8', '27', '811', '410', '4', '319', '997']
1529	['12', '8', '131', '272', '76', '366', '513', '23', '15', '9']	['11586', '4017', '12', '8', '131', '181', '366', '513', '264', '35', '15', '9']
1530	['213', '576', '193', '182']	['213', '576', '193', '579']
1531	['5414', '5056', '703', '489', '941', '126', '706', '1443', '3611', '5', '162']	['941', '489', '126', '27', '292', '489', '3', '1040', '5', '1174']
1532	['48', '46', '455', '1186', '2', '239', '387']	['46', '239', '585', '384', '1128', '728', '0', '1633', '728']
1533	['6088', '1952', '2302', '8261', '2', '5877', '5381', '384']	['5638', '6088', '1952', '2302', '566', '5877', '5381', '10', '147', '384']
1534	['1064', '2437', '3', '223', '372', '2220', '447', '271', '19']	['10', '491', '19', '1064', '2437', '3', '3657', '2220', '447', '271']
1535	['426', '13', '46', '109']	['3381', '13', '46', '138']
1536	['1843', '1913', '1267', '275']	['394', '7', '4631', '1843', '1913', '1267', '17', '4233']
1537	['21', '184', '151', '4', '8270', '13']	['21', '184', '151', '4', '8270', '211']
1538	['1728', '96', '103', '505', '903']	['36', '1728', '96', '2577', '505', '903']
1539	['75', '3353', '24', '1421']	['31', '55', '8', '3353', '263']
1540	['230', '3', '855', '355', '105', '4250', '1104', '113', '1412', '16', '13']	['230', '3', '855', '355', '105', '4250', '1104', '113', '1412', '16', '13']
1541	['38', '175', '500', '1553', '447']	['6142', '3076', '71', '1553', '136']
1542	['2349', '1196', '521', '617', '247', '220']	['2349', '732', '521', '617', '247', '220']
1543	['4484', '249', '7', '50', '1177', '302', '252']	['116', '23', '139', '154', '739', '579', '50', '96', '302', '51', '25', '45']
1544	['2565', '2166', '183', '5552']	['2768', '183', '423', '940']
1545	['192', '390', '64', '1', '16', '229', '2290', '233', '101', '3']	['192', '390', '64', '233', '101', '3', '16', '229', '2290']
1546	['208', '878', '91', '208', '878']	['169', '878', '208', '878', '119']
1547	['265', '20', '516', '2429', '462', '1636', '49', '107', '118', '259', '18']	['135', '265', '20', '516', '2429', '462', '2', '107', '118', '259', '18']
1548	['64', '1', '132', '55', '739', '71']	['55', '739', '71', '111', '64', '141', '132']
1549	['4564', '482', '867', '756']	['1802', '647', '756']
1550	['6220', '1459', '23', '719']	['11615', '851', '6220', '23', '86']
1551	['51', '8', '73', '27', '931', '296', '51', '27', '931', '341', '51', '1', '1108', '296', '51']	['51', '8', '73', '27', '931', '341', '51', '1', '1108', '296', '51']
